,finess,type
40503,810011478,Privé
40504,810011494,Privé
40505,810011510,Privé
40506,810011528,Privé
40507,810011544,Privé
40508,810011577,Privé
40509,810011593,Privé
40510,810011619,Privé
40511,810011635,Privé
40512,810011668,Privé
40513,810011684,Privé
40514,810011700,Privé
40515,810011726,Privé
40516,810011742,Privé
40517,810011767,Privé
40518,810011809,Privé
40519,810011833,Privé
40520,810011858,Privé
40521,810011874,Public
40522,810011890,Privé
40523,810011916,Privé
40524,810011940,Privé
40525,810012021,Privé
40526,810012047,Privé
40527,810012054,Privé
40528,810012070,Privé
40529,810012096,Privé
40530,810012104,Privé
40531,810012120,Privé
40532,810012146,Privé
40533,810012161,Privé
40534,810012187,Privé
40535,810012211,Privé
40536,810012237,Privé
40537,810012328,Privé
40538,810012351,Privé
40539,810012443,Privé
40540,810012492,Privé
40541,810012534,Privé
40542,810012559,Privé
40543,810012575,Privé
40544,810012609,Privé
40545,810012633,Privé
40546,810012682,Privé
40547,810099184,Public
40548,810099200,Privé
40549,810099218,Privé
40550,810099226,Privé
40551,810099259,Privé
40552,810099283,Privé
40553,810099291,Public
40554,810099309,Privé
40555,810099515,Public
40556,810099523,Public
40557,810099549,Public
40558,810099564,Public
40559,810099580,Public
40560,810099598,Public
40561,810099861,Privé
40562,810099895,Privé
40563,810099903,Privé
40564,810099929,Public
40565,810099945,Privé
40566,810099952,Public
40567,810099960,Privé
40568,810100008,Privé
40569,810100032,Privé
40570,810100065,Privé
40571,810100073,Privé
40572,810100099,Privé
40573,810100438,Public
40574,810100479,Privé
40575,810100511,Public
40576,810100545,Privé
40577,810100750,Public
40578,810100909,Privé
40579,810100941,Privé
40580,810100982,Privé
40581,810101162,Privé
40582,810101246,Privé
40583,810101378,Privé
40584,810101634,Public
40585,810101808,Privé
40586,810102145,Privé
40587,810102293,Public
40588,810102327,Privé
40589,810102343,Privé
40590,810102368,Privé
40591,810102384,Privé
40592,810102400,Privé
40593,810102426,Privé
40594,810102632,Public
40595,810102822,Privé
40596,810102863,Privé
40597,810102962,Privé
40598,810103002,Privé
40599,820000016,Public
40600,820000081,Privé
40601,820000131,Privé
40602,820000156,Privé
40603,820000206,Public
40604,820000214,Public
40605,820000248,Public
40606,820000446,Public
40607,820000453,Public
40608,820000479,Public
40609,820000495,Privé
40610,820000503,Public
40611,820000511,Public
40612,820000529,Public
40613,820000537,Public
40614,820000560,Privé
40615,820000578,Privé
40616,820000826,Privé
40617,820000842,Privé
40618,820000917,Privé
40619,820000925,Privé
40620,820000933,Public
40621,820000958,Privé
40622,820000974,Privé
40623,820000990,Privé
40624,820001006,Privé
40625,820001048,Privé
40626,820001063,Privé
40627,820001097,Privé
40628,820001139,Public
40629,820001154,Public
40630,820001279,Privé
40631,820001519,Privé
40632,820001600,Privé
40633,820001634,Privé
40634,820001667,Privé
40635,820001709,Privé
40636,820001717,Privé
40637,820001733,Privé
40638,820001758,Privé
40639,820001766,Privé
40640,820001832,Privé
40641,820001873,Privé
40642,820001899,Privé
40643,820001923,Privé
40644,820001956,Privé
40645,820001972,Privé
40646,820001998,Privé
40647,820002012,Privé
40648,820002046,Privé
40649,820002061,Privé
40650,820002079,Privé
40651,820002095,Privé
40652,820002111,Privé
40653,820002129,Privé
40654,820002145,Privé
40655,820002178,Privé
40656,820002186,Privé
40657,820002228,Privé
40658,820002236,Privé
40659,820002269,Privé
40660,820002293,Privé
40661,820002392,Privé
40662,820002426,Privé
40663,820002467,Privé
40664,820002483,Privé
40665,820002517,Privé
40666,820002533,Privé
40667,820002566,Privé
40668,820002582,Privé
40669,820002616,Privé
40670,820002632,Privé
40671,820002657,Privé
40672,820002673,Privé
40673,820002707,Privé
40674,820002723,Privé
40675,820002772,Privé
40676,820002806,Privé
40677,820002855,Privé
40678,820002871,Privé
40679,820002889,Privé
40680,820002921,Privé
40681,820002970,Privé
40682,820002988,Privé
40683,820003002,Privé
40684,820003028,Privé
40685,820003036,Privé
40686,820003051,Privé
40687,820003085,Privé
40688,820003101,Privé
40689,820003119,Privé
40690,820003150,Privé
40691,820003184,Privé
40692,820003200,Privé
40693,820003234,Privé
40694,820003259,Privé
40695,820003267,Privé
40696,820003283,Privé
40697,820003317,Privé
40698,820003333,Privé
40699,820003366,Privé
40700,820003432,Privé
40701,820003457,Privé
40702,820004455,Public
40703,820004497,Public
40704,820004513,Public
40705,820004539,Public
40706,820004570,Public
40707,820004596,Privé
40708,820004646,Privé
40709,820004695,Privé
40710,820004844,Privé
40711,820004893,Privé
40712,820004927,Privé
40713,820004950,Public
40714,820005023,Privé
40715,820005056,Privé
40716,820005270,Privé
40717,820005304,Privé
40718,820005411,Privé
40719,820005601,Privé
40720,820005692,Privé
40721,820005742,Privé
40722,820005775,Privé
40723,820005924,Privé
40724,820006260,Privé
40725,820006294,Privé
40726,820006476,Privé
40727,820006757,Privé
40728,820006773,Privé
40729,820006799,Privé
40730,820006815,Public
40731,820006856,Public
40732,820007185,Privé
40733,820007201,Privé
40734,820007235,Privé
40735,820007284,Privé
40736,820007441,Privé
40737,820007524,Privé
40738,820007573,Privé
40739,820007607,Privé
40740,820007623,Privé
40741,820007656,Privé
40742,820007763,Privé
40743,820007870,Privé
40744,820007987,Privé
40745,820008027,Privé
40746,820008043,Privé
40747,820008142,Privé
40748,820008217,Public
40749,820008332,Public
40750,820008357,Public
40751,820008399,Privé
40752,820008456,Privé
40753,820008506,Privé
40754,820008522,Public
40755,820008704,Privé
40756,820008761,Privé
40757,820008795,Privé
40758,820008936,Privé
40759,820008977,Privé
40760,820009017,Public
40761,820009058,Public
40762,820009074,Privé
40763,820009090,Privé
40764,820009116,Privé
40765,820009272,Privé
40766,820009280,Privé
40767,820009306,Privé
40768,820009371,Privé
40769,820009421,Privé
40770,820009504,Public
40771,820009678,Privé
40772,820009702,Privé
40773,820009728,Privé
40774,820009744,Privé
40775,820009801,Public
40776,820009827,Privé
40777,820009843,Privé
40778,820009850,Privé
40779,820009892,Privé
40780,820009934,Privé
40781,820009959,Privé
40782,820009975,Public
40783,820009991,Privé
40784,820010015,Privé
40785,820010031,Privé
40786,820010056,Privé
40787,820010072,Privé
40788,820010155,Privé
40789,820010171,Privé
40790,820010205,Privé
40791,820010247,Privé
40792,820010296,Privé
40793,820010312,Privé
40794,830000022,Privé
40795,830000030,Privé
40796,830000063,Privé
40797,830000105,Privé
40798,830000147,Privé
40799,830000154,Privé
40800,830000170,Privé
40801,830000188,Privé
40802,830000196,Privé
40803,830000204,Privé
40804,830000212,Privé
40805,830000238,Privé
40806,830000261,Privé
40807,830000360,Public
40808,830000451,Privé
40809,830000477,Privé
40810,830000493,Privé
40811,830000568,Privé
40812,830000584,Privé
40813,830000618,Public
40814,830000626,Public
40815,830000634,Public
40816,830000659,Privé
40817,830000667,Public
40818,830000675,Public
40819,830000683,Public
40820,830000691,Public
40821,830000709,Public
40822,830000725,Public
40823,830000733,Public
40824,830000741,Public
40825,830000758,Public
40826,830000766,Public
40827,830000774,Privé
40828,830000782,Privé
40829,830000790,Privé
40830,830000808,Privé
40831,830000824,Privé
40832,830000873,Privé
40833,830000907,Public
40834,830000931,Privé
40835,830000949,Privé
40836,830000956,Privé
40837,830000998,Privé
40838,830001004,Privé
40839,830001012,Privé
40840,830001038,Privé
40841,830001061,Privé
40842,830001111,Privé
40843,830001129,Privé
40844,830001814,Privé
40845,830001822,Privé
40846,830001830,Privé
40847,830001855,Privé
40848,830001871,Privé
40849,830002002,Public
40850,830002119,Privé
40851,830002135,Privé
40852,830002143,Privé
40853,830002150,Privé
40854,830002283,Privé
40855,830002309,Privé
40856,830002432,Privé
40857,830002465,Privé
40858,830002473,Privé
40859,830002580,Privé
40860,830002606,Privé
40861,830002895,Privé
40862,830002903,Privé
40863,830002929,Privé
40864,830002960,Privé
40865,830002986,Privé
40866,830003026,Privé
40867,830003059,Privé
40868,830003190,Privé
40869,830003208,Privé
40870,830003224,Public
40871,830003232,Privé
40872,830003240,Privé
40873,830003257,Privé
40874,830003273,Privé
40875,830003356,Privé
40876,830003364,Privé
40877,830003422,Privé
40878,830003521,Privé
40879,830003539,Privé
40880,830003653,Privé
40881,830003695,Privé
40882,830003729,Privé
40883,830003844,Privé
40884,830003919,Privé
40885,830004099,Privé
40886,830004198,Privé
40887,830004222,Privé
40888,830004255,Privé
40889,830004271,Privé
40890,830004305,Privé
40891,830004321,Privé
40892,830004354,Privé
40893,830004370,Privé
40894,830004404,Privé
40895,830004420,Privé
40896,830004438,Privé
40897,830004453,Privé
40898,830004487,Privé
40899,830004503,Privé
40900,830004537,Privé
40901,830004552,Privé
40902,830004578,Privé
40903,830004586,Privé
40904,830004602,Privé
40905,830004636,Privé
40906,830004651,Privé
40907,830004669,Privé
40908,830004685,Privé
40909,830004701,Privé
40910,830004735,Privé
40911,830004750,Privé
40912,830004784,Privé
40913,830004800,Privé
40914,830004834,Privé
40915,830004867,Privé
40916,830004883,Privé
40917,830004917,Privé
40918,830004933,Privé
40919,830004958,Privé
40920,830004982,Privé
40921,830005005,Privé
40922,830005021,Privé
40923,830005070,Privé
40924,830005088,Privé
40925,830005104,Privé
40926,830005120,Privé
40927,830005153,Privé
40928,830005179,Privé
40929,830005187,Privé
40930,830005203,Privé
40931,830005237,Privé
40932,830005252,Privé
40933,830005286,Privé
40934,830005302,Privé
40935,830005328,Privé
40936,830005336,Privé
40937,830005351,Privé
40938,830005385,Privé
40939,830005401,Privé
40940,830005419,Privé
40941,830005435,Privé
40942,830005450,Privé
40943,830005484,Privé
40944,830005500,Privé
40945,830005534,Privé
40946,830005559,Privé
40947,830005567,Privé
40948,830005583,Privé
40949,830005617,Privé
40950,830005633,Privé
40951,830005666,Privé
40952,830005682,Privé
40953,830005708,Privé
40954,830005716,Privé
40955,830005732,Privé
40956,830005757,Privé
40957,830005773,Privé
40958,830005807,Privé
40959,830005823,Privé
40960,830005856,Privé
40961,830005872,Privé
40962,830005898,Privé
40963,830005906,Privé
40964,830005922,Privé
40965,830005955,Privé
40966,830005971,Privé
40967,830006003,Privé
40968,830006037,Privé
40969,830006052,Privé
40970,830006086,Privé
40971,830006102,Privé
40972,830006136,Privé
40973,830006151,Privé
40974,830006185,Privé
40975,830006201,Privé
40976,830006219,Public
40977,830006235,Privé
40978,830006250,Privé
40979,830006284,Privé
40980,830006300,Privé
40981,830006334,Privé
40982,830006359,Public
40983,830006367,Privé
40984,830006383,Privé
40985,830006417,Privé
40986,830006433,Privé
40987,830006466,Privé
40988,830006482,Privé
40989,830006516,Privé
40990,830006532,Privé
40991,830006557,Privé
40992,830006573,Privé
40993,830006607,Privé
40994,830006623,Privé
40995,830006656,Privé
40996,830006672,Privé
40997,830006706,Privé
40998,830006722,Privé
40999,830006755,Privé
41000,830006771,Privé
41001,830006789,Privé
41002,830006805,Privé
41003,830006821,Privé
41004,830006854,Privé
41005,830006870,Privé
41006,830006904,Privé
41007,830006920,Privé
41008,830006953,Privé
41009,830006987,Privé
41010,830007001,Privé
41011,830007019,Public
41012,830007035,Privé
41013,830007050,Privé
41014,830007084,Privé
41015,830007100,Privé
41016,830007134,Privé
41017,830007167,Privé
41018,830007183,Privé
41019,830007217,Privé
41020,830007233,Privé
41021,830007266,Privé
41022,830007282,Privé
41023,830007308,Privé
41024,830007316,Privé
41025,830007332,Privé
41026,830007357,Privé
41027,830007373,Privé
41028,830007407,Privé
41029,830007423,Privé
41030,830007456,Privé
41031,830007472,Privé
41032,830007506,Privé
41033,830007522,Privé
41034,830007548,Public
41035,830007555,Privé
41036,830007571,Privé
41037,830007605,Privé
41038,830007621,Privé
41039,830007654,Privé
41040,830007670,Privé
41041,830007704,Privé
41042,830007720,Privé
41043,830007753,Privé
41044,830007787,Privé
41045,830007803,Privé
41046,830007829,Privé
41047,830007837,Privé
41048,830007860,Privé
41049,830007894,Privé
41050,830007910,Privé
41051,830007944,Privé
41052,830007977,Privé
41053,830007993,Privé
41054,830008025,Privé
41055,830008041,Privé
41056,830008074,Privé
41057,830008090,Privé
41058,830008124,Privé
41059,830008140,Privé
41060,830008165,Privé
41061,830008215,Privé
41062,830008231,Privé
41063,830008264,Privé
41064,830008280,Privé
41065,830008314,Privé
41066,830008330,Privé
41067,830008363,Privé
41068,830008397,Privé
41069,830008413,Privé
41070,830008447,Privé
41071,830008462,Privé
41072,830008496,Privé
41073,830008512,Privé
41074,830008538,Privé
41075,830008546,Privé
41076,830008561,Privé
41077,830008595,Privé
41078,830008611,Privé
41079,830008645,Privé
41080,830008660,Privé
41081,830008694,Privé
41082,830008710,Privé
41083,830008744,Privé
41084,830008777,Privé
41085,830008793,Privé
41086,830008819,Public
41087,830008827,Privé
41088,830008843,Privé
41089,830008868,Privé
41090,830008892,Privé
41091,830008926,Privé
41092,830008942,Privé
41093,830008975,Privé
41094,830008991,Privé
41095,830009015,Privé
41096,830009031,Privé
41097,830009049,Public
41098,830009064,Privé
41099,830009080,Privé
41100,830009114,Privé
41101,830009130,Privé
41102,830009163,Privé
41103,830009197,Privé
41104,830009213,Privé
41105,830009247,Privé
41106,830009262,Privé
41107,830009288,Privé
41108,830009296,Privé
41109,830009312,Privé
41110,830009338,Privé
41111,830009346,Privé
41112,830009361,Privé
41113,830009395,Privé
41114,830009411,Privé
41115,830009460,Privé
41116,830009494,Privé
41117,830009510,Privé
41118,830009544,Privé
41119,830009577,Privé
41120,830009593,Privé
41121,830009627,Privé
41122,830009643,Privé
41123,830009676,Privé
41124,830009692,Privé
41125,830009726,Privé
41126,830009742,Privé
41127,830009775,Privé
41128,830009791,Privé
41129,830009825,Privé
41130,830009841,Privé
41131,830009874,Privé
41132,830009890,Privé
41133,830009924,Privé
41134,830009965,Privé
41135,830009981,Privé
41136,830010013,Privé
41137,830010047,Privé
41138,830010062,Privé
41139,830010096,Privé
41140,830010112,Privé
41141,830010146,Privé
41142,830010161,Privé
41143,830010195,Privé
41144,830010211,Privé
41145,830010229,Privé
41146,830010245,Privé
41147,830010260,Privé
41148,830010294,Privé
41149,830010310,Privé
41150,830010344,Privé
41151,830010377,Privé
41152,830010393,Privé
41153,830010427,Privé
41154,830010443,Privé
41155,830010468,Privé
41156,830010476,Privé
41157,830010492,Privé
41158,830010526,Privé
41159,830010542,Privé
41160,830010575,Privé
41161,830010591,Privé
41162,830010625,Privé
